County,2020 Median,2021 Median,2022 Median,2023 Median,Median Home Price (2023)
"Hennepin County, Minnesota",279000,300000,334900,351000,351000
"Houston County, Minnesota",185000,199700,225000,248000,248000
"Hubbard County, Minnesota",207000,220500,258000,284950,284950
"Isanti County, Minnesota",269500,287000,321000,350000,350000
"Itasca County, Minnesota",174900,178900,203000,219500,219500
"Jackson County, Minnesota",164900,178900,203000,219500,219500
"Kanabec County, Minnesota",164900,178900,203000,220000,220000
"Kandiyohi County, Minnesota",184900,188250,203000,221501,221501
"Kittson County, Minnesota",164900,178900,203000,219500,219500
"Koochiching County, Minnesota",164900,178900,203000,219500,219500
"Lac qui Parle County, Minnesota",164900,178900,203000,219500,219500
"Lake County, Minnesota",174450,179000,203000,219500,219500
"Lake of the Woods County, Minnesota",168500,178900,203000,219500,219500
"Le Sueur County, Minnesota",216000,231500,249004,265750,265750
"Lincoln County, Minnesota",164900,178900,203000,219500,219500
"Lyon County, Minnesota",164900,178900,203000,219500,219500
"McLeod County, Minnesota",174900,183500,204000,230000,230000
"Mahnomen County, Minnesota",164900,178900,203000,219500,219500
"Marshall County, Minnesota",164900,178900,203000,219500,219500
"Martin County, Minnesota",164900,178900,203000,219500,219500
"Meeker County, Minnesota",164900,178900,203000,219500,219500
"Mille Lacs County, Minnesota",183000,200000,227500,250000,250000
"Morrison County, Minnesota",180000,182447.375,203000,222115,222115
"Mower County, Minnesota",164900,178900,203000,219500,219500
"Murray County, Minnesota",164900,178900,203000,219500,219500
"Nicollet County, Minnesota",205000,219900,235000,255000,255000
"Nobles County, Minnesota",164900,178900,203000,219500,219500
"Norman County, Minnesota",164900,178900,203000,219500,219500
"Olmsted County, Minnesota",230000,250000,272000,304014.5,304014.5
"Otter Tail County, Minnesota",198000,229900,257223.4063,250000,250000
"Pennington County, Minnesota",164900,178900,203000,219500,219500
"Pine County, Minnesota",167000,190000,218000,239900,239900
"Pipestone County, Minnesota",164900,178900,203000,219500,219500
"Polk County, Minnesota",230000,232000,232000,245011.5,245011.5
"Pope County, Minnesota",165000,178900,203000,219500,219500
"Ramsey County, Minnesota",269500,287000,321000,350000,350000
"Red Lake County, Minnesota",164900,178900,203000,219500,219500
"Redwood County, Minnesota",164900,178900,203000,219500,219500
"Renville County, Minnesota",164900,178900,203000,219500,219500
"Rice County, Minnesota",237250,257500,285900,315750,315750
"Rock County, Minnesota",164900,178900,203000,219500,219500
"Roseau County, Minnesota",164900,178900,203000,219500,219500
"St. Louis County, Minnesota",169900,185000,203000,219500,219500
"Scott County, Minnesota",310000,325000,368000,405000,405000
"Sherburne County, Minnesota",269500,287000,321000,350000,350000
"Sibley County, Minnesota",164900,178900,203000,219500,219500
"Stearns County, Minnesota",189000,203000,225000,245000,245000
"Steele County, Minnesota",176000,182250,208000,230000,230000
"Stevens County, Minnesota",164900,178900,203000,219500,219500
"Swift County, Minnesota",164900,178900,203000,219500,219500
"Todd County, Minnesota",164900,178900,203000,219500,219500
"Traverse County, Minnesota",164900,178900,203000,219500,219500
"Wabasha County, Minnesota",177000,187000,203000,225000,225000
"Wadena County, Minnesota",164900,178900,203000,219500,219500
"Waseca County, Minnesota",164900,178900,203000,219500,219500
"Washington County, Minnesota",285000,306000,350000,380000,380000
"Watonwan County, Minnesota",164900,178900,203000,219500,219500
"Wilkin County, Minnesota",164900,178900,203000,219500,219500
"Winona County, Minnesota",164900,178900,203000,219500,219500
"Wright County, Minnesota",269500,287000,321000,360000,360000
"Yellow Medicine County, Minnesota",164900,178900,203000,219500,219500
"Adams County, Mississippi",150000,160000,174000,185000,185000
"Alcorn County, Mississippi",150000,160000,174000,185000,185000
"Amite County, Mississippi",150000,160000,174000,185000,185000
"Attala County, Mississippi",150000,160000,174000,185000,185000
"Benton County, Mississippi",150000,160000,174000,185000,185000
"Bolivar County, Mississippi",155000,160000,174000,185000,185000
"Calhoun County, Mississippi",150000,160000,174000,185000,185000
"Carroll County, Mississippi",164500,170000,182800,185000,185000
"Chickasaw County, Mississippi",150000,160000,174000,185000,185000
"Choctaw County, Mississippi",150000,160000,174000,185000,185000
"Claiborne County, Mississippi",150000,160000,174000,185000,185000
"Clarke County, Mississippi",150000,160000,174000,185000,185000
"Clay County, Mississippi",150000,160000,174000,185000,185000
"Coahoma County, Mississippi",150000,160000,174000,185000,185000
"Copiah County, Mississippi",169900,180000,203077,226000,226000
"Covington County, Mississippi",150000,160000,174000,185000,185000
"DeSoto County, Mississippi",189900,209000,225000,275000,275000
"Forrest County, Mississippi",165000,172000,190000,214596.5,214596.5
"Franklin County, Mississippi",150000,160000,174000,185000,185000
"George County, Mississippi",150000,160000,174000,185000,185000
"Greene County, Mississippi",150000,160000,174000,185000,185000
"Grenada County, Mississippi",150000,160000,174000,185000,185000
"Hancock County, Mississippi",158000,174900,197200,220000,220000
"Harrison County, Mississippi",151750,167500,185000,200000,200000
"Hinds County, Mississippi",169900,180000,203077,226000,226000
"Holmes County, Mississippi",150000,160000,174000,185000,185000
"Humphreys County, Mississippi",150000,160000,174000,185000,185000
"Issaquena County, Mississippi",150000,160000,174000,185000,185000
"Itawamba County, Mississippi",150000,160000,174000,185000,185000
"Jackson County, Mississippi",150000,160000,175000,197000,197000
"Jasper County, Mississippi",150000,160000,174000,185000,185000
"Jefferson County, Mississippi",150000,160000,174000,185000,185000
"Jefferson Davis County, Mississippi",150000,160000,174000,185000,185000
"Jones County, Mississippi",150000,160000,174000,185000,185000
"Kemper County, Mississippi",150000,160000,174000,185000,185000
"Lafayette County, Mississippi",213500,215000,225000,241900,241900
"Lamar County, Mississippi",178000,183000,207250,227000,227000
"Lauderdale County, Mississippi",155000,160000,174000,185000,185000
"Lawrence County, Mississippi",150000,160000,174000,185000,185000
"Leake County, Mississippi",150000,160000,174000,185000,185000
"Lee County, Mississippi",152950,167515,181750,205000,205000
"Leflore County, Mississippi",150000,160000,174000,185000,185000
"Lincoln County, Mississippi",158450,160000,174000,185000,185000
"Lowndes County, Mississippi",156700,165000,184450,188500,188500
"Madison County, Mississippi",205000,211200,242000,266000,266000
"Marion County, Mississippi",150000,160000,174000,185000,185000
"Marshall County, Mississippi",153000,160950,175000,195000,195000
"Monroe County, Mississippi",150000,160000,174000,185000,185000
"Montgomery County, Mississippi",150000,160000,174000,185000,185000
"Neshoba County, Mississippi",150000,160000,174000,185000,185000
"Newton County, Mississippi",150000,160000,174000,185000,185000
"Noxubee County, Mississippi",150000,160000,174000,185000,185000
"Oktibbeha County, Mississippi",210000,216750,235000,252000,252000
"Panola County, Mississippi",150000,160000,174000,185000,185000
"Pearl River County, Mississippi",152500,160000,175000,190000,190000
"Perry County, Mississippi",165000,172000,190000,214596.5,214596.5
"Pike County, Mississippi",150000,160000,174000,185000,185000
"Pontotoc County, Mississippi",150000,160000,174000,185000,185000
"Prentiss County, Mississippi",150000,160000,174000,185000,185000
"Quitman County, Mississippi",150000,160000,174000,185000,185000
"Rankin County, Mississippi",174000,184900,209000,232000,232000
"Scott County, Mississippi",150000,160000,174000,185000,185000
"Sharkey County, Mississippi",150000,160000,174000,185000,185000
"Simpson County, Mississippi",150000,160000,174000,185000,185000
"Smith County, Mississippi",150000,160000,174000,185000,185000
"Stone County, Mississippi",150000,160000,174000,185000,185000
"Sunflower County, Mississippi",150000,160000,174000,185000,185000
"Tallahatchie County, Mississippi",150000,160000,174000,185000,185000
"Tate County, Mississippi",165000,169244,189000,190950,190950
"Tippah County, Mississippi",150000,160000,174000,185000,185000
"Tishomingo County, Mississippi",150000,160000,174000,185000,185000
"Tunica County, Mississippi",150000,160000,174000,185000,185000
"Union County, Mississippi",150250,160000,174000,185000,185000
"Walthall County, Mississippi",150000,160000,174000,185000,185000
"Warren County, Mississippi",155000,162287,180000,191250,191250
"Washington County, Mississippi",150000,160000,174000,185000,185000
"Wayne County, Mississippi",150000,160000,174000,185000,185000
"Webster County, Mississippi",150000,160000,174000,185000,185000
"Wilkinson County, Mississippi",150000,160000,174000,185000,185000
"Winston County, Mississippi",150000,160000,174000,185000,185000
"Yalobusha County, Mississippi",150000,160000,174000,185000,185000
"Yazoo County, Mississippi",150000,160000,174000,185000,185000
"Adair County, Missouri",135000,150000,167000,179900,179900
"Andrew County, Missouri",143000,150000,167000,179900,179900
"Atchison County, Missouri",135000,150000,167000,179900,179900
"Audrain County, Missouri",135000,150000,167000,179900,179900
"Barry County, Missouri",135000,150000,167000,179900,179900
"Barton County, Missouri",135000,150000,167000,179900,179900
"Bates County, Missouri",135000,150000,167000,179900,179900
"Benton County, Missouri",135000,150000,167000,179900,179900
"Bollinger County, Missouri",149900,159900,184000,186000,186000
"Boone County, Missouri",177000,186160,209000,232000,232000
"Buchanan County, Missouri",135000,150000,167000,179900,179900
"Butler County, Missouri",136700,150000,167000,179900,179900
"Caldwell County, Missouri",177000,189500,219500,240000,240000
"Callaway County, Missouri",156000,161450,172750,190000,190000
"Camden County, Missouri",200000,225000,275000,285000,285000
"Cape Girardeau County, Missouri",150000,162900,185000,189000,189000
"Carroll County, Missouri",135000,150000,167000,179900,179900
"Carter County, Missouri",135000,150000,167000,179900,179900
"Cass County, Missouri",195000,205000,225000,260000,260000
"Cedar County, Missouri",135000,150000,167000,179900,179900
"Chariton County, Missouri",135000,150000,167000,179900,179900
"Christian County, Missouri",189100,209000,231000,260000,260000
"Clark County, Missouri",135000,150000,167000,179900,179900
"Clay County, Missouri",177000,189500,219500,240000,240000
"Clinton County, Missouri",177000,189500,219500,240000,240000
"Cole County, Missouri",149900,162000,175000,195000,195000
"Cooper County, Missouri",135000,150000,167000,179900,179900
"Crawford County, Missouri",135000,150000,167000,179900,179900
"Dade County, Missouri",135000,150000,167000,179900,179900
"Dallas County, Missouri",135000,150000,167000,179900,179900
"Daviess County, Missouri",135000,150000,167000,179900,179900
"DeKalb County, Missouri",135000,150000,167000,179900,179900
"Dent County, Missouri",135000,150000,167000,179900,179900
"Douglas County, Missouri",135000,150000,167000,179900,179900
"Dunklin County, Missouri",135000,150000,167000,179900,179900
"Franklin County, Missouri",164000,174490.5,193000,208000,208000
"Gasconade County, Missouri",135000,150000,167000,179900,179900
"Gentry County, Missouri",135000,150000,167000,179900,179900
"Greene County, Missouri",152000,163400,182900,210000,210000
"Grundy County, Missouri",135000,150000,167000,179900,179900
"Harrison County, Missouri",135000,150000,167000,179900,179900
"Henry County, Missouri",135000,150000,167000,179900,179900
"Hickory County, Missouri",135000,150000,167000,179900,179900
"Holt County, Missouri",135000,150000,167000,179900,179900
"Howard County, Missouri",135000,150000,167000,179900,179900
"Howell County, Missouri",135000,150000,167000,179900,179900
"Iron County, Missouri",135000,150000,167000,179900,179900
"Jackson County, Missouri",177000,189500,219500,240000,240000
"Jasper County, Missouri",135000,150000,167000,179900,179900
"Jefferson County, Missouri",164000,174490.5,193000,206000,206000
"Johnson County, Missouri",162625,170000,195000,224900,224900
"Knox County, Missouri",135000,150000,167000,179900,179900
"Laclede County, Missouri",135000,150000,167000,179900,179900
"Lafayette County, Missouri",177000,189500,219500,240000,240000
"Lawrence County, Missouri",135000,150000,167000,179900,179900
"Lewis County, Missouri",135000,150000,167000,179900,179900
"Lincoln County, Missouri",169747.5,176000,212625,224200,224200
"Linn County, Missouri",135000,150000,167000,179900,179900
"Livingston County, Missouri",135000,150000,167000,179900,179900
"McDonald County, Missouri",135000,150000,167000,179900,179900
"Macon County, Missouri",135000,150000,167000,179900,179900
"Madison County, Missouri",135000,150000,167000,179900,179900
"Maries County, Missouri",135000,150000,167000,179900,179900
"Marion County, Missouri",135000,150000,167000,179900,179900
"Mercer County, Missouri",135000,150000,167000,179900,179900
"Miller County, Missouri",135000,150000,167000,179900,179900
"Mississippi County, Missouri",135000,150000,167000,179900,179900
"Moniteau County, Missouri",135000,150000,167000,179900,179900
"Monroe County, Missouri",135000,150000,167000,179900,179900
"Montgomery County, Missouri",135000,150000,167000,179900,179900
"Morgan County, Missouri",160000,169900,200000,235000,235000
"New Madrid County, Missouri",136950,150000,167000,179900,179900
"Newton County, Missouri",142000,150000,176500,186125,186125
"Nodaway County, Missouri",135000,150000,167000,179900,179900
"Oregon County, Missouri",135000,150000,167000,179900,179900
"Osage County, Missouri",155000,162000,175000,193600,193600
"Ozark County, Missouri",140000,150000,167000,179900,179900
"Pemiscot County, Missouri",135000,150000,167000,179900,179900
"Perry County, Missouri",135000,150000,167000,179900,179900
"Pettis County, Missouri",135000,150000,167000,179900,179900
"Phelps County, Missouri",149000,150000,167000,182000,182000
